day_of_week,round,region,team_seed,opponent_seed,win
Friday,Sweet Sixteen,Midwest,10,11,1
Saturday,Elite Eight,South,2,1,1
Saturday,Elite Eight,West,2,1,1
Sunday,Elite Eight,East,1,6,1
Sunday,Elite Eight,Midwest,10,1,1
Saturday,National Semifinals,NA,1,10,1
Saturday,National Semifinals,NA,2,2,1
Monday,National Championship,NA,2,1,1
Thursday,Round of 64,East,16,1,0
Thursday,Round of 64,East,13,4,0
Thursday,Round of 64,East,12,5,0
Thursday,Round of 64,East,9,8,0
Thursday,Round of 64,Midwest,16,1,0
Thursday,Round of 64,Midwest,13,4,0
Thursday,Round of 64,Midwest,12,5,0
Thursday,Round of 64,Midwest,8,9,0
Thursday,Round of 64,Southeast,15,2,0
Thursday,Round of 64,Southeast,14,3,0
Thursday,Round of 64,Southeast,10,7,0
Thursday,Round of 64,Southeast,6,11,0
Thursday,Round of 64,West,16,1,0
Thursday,Round of 64,West,13,4,0
Thursday,Round of 64,West,8,9,0
Thursday,Round of 64,West,5,12,0
Friday,Round of 64,East,15,2,0
Friday,Round of 64,East,14,3,0
Friday,Round of 64,East,11,6,0
Friday,Round of 64,East,10,7,0
Friday,Round of 64,Midwest,15,2,0
Friday,Round of 64,Midwest,14,3,0
Friday,Round of 64,Midwest,10,7,0
Friday,Round of 64,Midwest,6,11,0
Friday,Round of 64,Southeast,16,1,0
Friday,Round of 64,Southeast,12,5,0
Friday,Round of 64,Southeast,9,8,0
Friday,Round of 64,Southeast,4,13,0
Friday,Round of 64,West,15,2,0
Friday,Round of 64,West,14,3,0
Friday,Round of 64,West,10,7,0
Friday,Round of 64,West,6,11,0
Saturday,Round of 32,East,8,1,0
Saturday,Round of 32,East,5,4,0
Saturday,Round of 32,Midwest,9,1,0
Saturday,Round of 32,Midwest,4,5,0
Saturday,Round of 32,Southeast,7,2,0
Saturday,Round of 32,Southeast,3,11,0
Saturday,Round of 32,West,9,1,0
Saturday,Round of 32,West,4,12,0
Sunday,Round of 32,East,7,2,0
Sunday,Round of 32,East,6,3,0
Sunday,Round of 32,Midwest,7,2,0
Sunday,Round of 32,Midwest,3,11,0
Sunday,Round of 32,Southeast,13,5,0
Sunday,Round of 32,Southeast,1,8,0
Sunday,Round of 32,West,11,3,0
Sunday,Round of 32,West,2,7,0
Thursday,Sweet Sixteen,East,4,1,0
Thursday,Sweet Sixteen,East,3,2,0
Thursday,Sweet Sixteen,Midwest,5,1,0
Thursday,Sweet Sixteen,Midwest,11,2,0
Friday,Sweet Sixteen,Southeast,11,2,0
Friday,Sweet Sixteen,Southeast,5,8,0
Friday,Sweet Sixteen,West,12,1,0
Friday,Sweet Sixteen,West,7,3,0
Saturday,Elite Eight,East,2,1,0
Saturday,Elite Eight,Midwest,1,2,0
Sunday,Elite Eight,Southeast,2,8,0
Sunday,Elite Eight,West,3,1,0
Saturday,National Semifinals,National Semifinals,1,1,0
Saturday,National Semifinals,National Semifinals,2,8,0
Monday,National Championship,National Championship,1,8,0
Thursday,Round of 64,East,16,1,0
Thursday,Round of 64,East,13,4,0
Thursday,Round of 64,East,9,8,0
Thursday,Round of 64,East,5,12,0
Thursday,Round of 64,Midwest,16,1,0
Thursday,Round of 64,Midwest,13,4,0
Thursday,Round of 64,Midwest,12,5,0
Thursday,Round of 64,Midwest,8,9,0
Thursday,Round of 64,Southeast,15,2,0
Thursday,Round of 64,Southeast,14,3,0
Thursday,Round of 64,Southeast,7,10,0
Thursday,Round of 64,Southeast,6,11,0
Thursday,Round of 64,West,15,2,0
Thursday,Round of 64,West,14,3,0
Thursday,Round of 64,West,11,6,0
Thursday,Round of 64,West,10,7,0
Friday,Round of 64,East,15,2,0
Friday,Round of 64,East,11,6,0
Friday,Round of 64,East,10,7,0
Friday,Round of 64,East,3,14,0
Friday,Round of 64,Midwest,15,2,0
Friday,Round of 64,Midwest,11,6,0
Friday,Round of 64,Midwest,10,7,0
Friday,Round of 64,Midwest,3,14,0
Friday,Round of 64,Southeast,16,1,0
Friday,Round of 64,Southeast,13,4,0
Friday,Round of 64,Southeast,12,5,0
Friday,Round of 64,Southeast,9,8,0
Friday,Round of 64,West,16,1,0
Friday,Round of 64,West,13,4,0
Friday,Round of 64,West,12,5,0
Friday,Round of 64,West,9,8,0
Saturday,Round of 32,East,8,1,0
Saturday,Round of 32,East,4,12,0
Saturday,Round of 32,Midwest,9,1,0
Saturday,Round of 32,Midwest,4,5,0
Saturday,Round of 32,Southeast,10,2,0
Saturday,Round of 32,Southeast,3,11,0
Saturday,Round of 32,West,7,2,0
Saturday,Round of 32,West,6,3,0
Sunday,Round of 32,East,2,7,0
Sunday,Round of 32,East,6,14,0
Sunday,Round of 32,Midwest,14,6,0
Sunday,Round of 32,Midwest,2,7,0
Sunday,Round of 32,Southeast,8,1,0
Sunday,Round of 32,Southeast,4,5,0
Sunday,Round of 32,West,5,4,0
Sunday,Round of 32,West,1,8,0
Thursday,Sweet Sixteen,Southeast,5,1,0
Thursday,Sweet Sixteen,Southeast,2,11,0
Thursday,Sweet Sixteen,West,3,2,0
Thursday,Sweet Sixteen,West,4,8,0
Friday,Sweet Sixteen,East,12,1,0
Friday,Sweet Sixteen,East,14,7,0
Friday,Sweet Sixteen,Midwest,5,1,0
Friday,Sweet Sixteen,Midwest,7,6,0
Saturday,Elite Eight,Southeast,1,11,0
Saturday,Elite Eight,West,8,2,0
Sunday,Elite Eight,East,7,1,0
Sunday,Elite Eight,Midwest,6,1,0
Saturday,National Semifinals,National Semifinals,1,1,0
Saturday,National Semifinals,National Semifinals,11,2,0
Monday,National Championship,National Championship,1,2,0
Thursday,Round of 64,East,16,1,0
Thursday,Round of 64,East,13,4,0
Thursday,Round of 64,East,12,5,0
Thursday,Round of 64,East,8,9,0
Thursday,Round of 64,Midwest,16,1,0
Thursday,Round of 64,Midwest,12,5,0
Thursday,Round of 64,Midwest,9,8,0
Thursday,Round of 64,Midwest,4,13,0
Thursday,Round of 64,Southeast,15,2,0
Thursday,Round of 64,Southeast,11,6,0
Thursday,Round of 64,Southeast,10,7,0
Thursday,Round of 64,Southeast,3,14,0
Thursday,Round of 64,West,16,1,0
Thursday,Round of 64,West,13,4,0
Thursday,Round of 64,West,8,9,0
Thursday,Round of 64,West,5,12,0
Friday,Round of 64,East,15,2,0
Friday,Round of 64,East,14,3,0
Friday,Round of 64,East,11,6,0
Friday,Round of 64,East,7,10,0
Friday,Round of 64,Midwest,15,2,0
Friday,Round of 64,Midwest,14,3,0
Friday,Round of 64,Midwest,11,6,0
Friday,Round of 64,Midwest,7,10,0
Friday,Round of 64,Southeast,16,1,0
Friday,Round of 64,Southeast,12,5,0
Friday,Round of 64,Southeast,8,9,0
Friday,Round of 64,Southeast,4,13,0
Friday,Round of 64,West,15,2,0
Friday,Round of 64,West,14,3,0
Friday,Round of 64,West,11,6,0
Friday,Round of 64,West,10,7,0
Saturday,Round of 32,East,9,1,0
Saturday,Round of 32,East,4,5,0
Saturday,Round of 32,Midwest,8,1,0
Saturday,Round of 32,Midwest,13,5,0
Saturday,Round of 32,Southeast,7,2,0
Saturday,Round of 32,Southeast,14,6,0
Saturday,Round of 32,West,9,1,0
Saturday,Round of 32,West,4,12,0
Sunday,Round of 32,East,10,2,0
Sunday,Round of 32,East,3,6,0
Sunday,Round of 32,Midwest,6,3,0
Sunday,Round of 32,Midwest,2,10,0
Sunday,Round of 32,Southeast,9,1,0
Sunday,Round of 32,Southeast,13,5,0
Sunday,Round of 32,West,7,2,0
Sunday,Round of 32,West,3,6,0
Thursday,Sweet Sixteen,East,5,1,0
Thursday,Sweet Sixteen,East,6,2,0
Thursday,Sweet Sixteen,Southeast,5,1,0
Thursday,Sweet Sixteen,Southeast,2,6,0
Friday,Sweet Sixteen,Midwest,5,1,0
Friday,Sweet Sixteen,Midwest,3,10,0
Friday,Sweet Sixteen,West,12,1,0
Friday,Sweet Sixteen,West,6,2,0
Saturday,Elite Eight,East,1,2,0
Saturday,Elite Eight,Southeast,1,6,0
Sunday,Elite Eight,Midwest,10,1,0
Sunday,Elite Eight,West,2,1,0
Saturday,National Semifinals,National Semifinals,1,1,0
Saturday,National Semifinals,National Semifinals,6,2,0
Monday,National Championship,National Championship,2,1,0
Thursday,Round of 64,East,15,2,0
Thursday,Round of 64,East,14,3,0
Thursday,Round of 64,East,10,7,0
Thursday,Round of 64,East,6,11,0
Thursday,Round of 64,Midwest,16,1,0
Thursday,Round of 64,Midwest,13,4,0
Thursday,Round of 64,Midwest,12,5,0
Thursday,Round of 64,Midwest,8,9,0
Thursday,Round of 64,Southeast,16,1,0
Thursday,Round of 64,Southeast,13,4,0
Thursday,Round of 64,Southeast,12,5,0
Thursday,Round of 64,Southeast,9,8,0
Thursday,Round of 64,West,15,2,0
Thursday,Round of 64,West,14,3,0
Thursday,Round of 64,West,11,6,0
Thursday,Round of 64,West,7,10,0
Friday,Round of 64,East,16,1,0
Friday,Round of 64,East,12,5,0
Friday,Round of 64,East,9,8,0
Friday,Round of 64,East,4,13,0
Friday,Round of 64,Midwest,15,2,0
Friday,Round of 64,Midwest,11,6,0
Friday,Round of 64,Midwest,10,7,0
Friday,Round of 64,Midwest,3,14,0
Friday,Round of 64,Southeast,15,2,0
Friday,Round of 64,Southeast,14,3,0
Friday,Round of 64,Southeast,11,6,0
Friday,Round of 64,Southeast,10,7,0
Friday,Round of 64,West,16,1,0
Friday,Round of 64,West,13,4,0
Friday,Round of 64,West,12,5,0
Friday,Round of 64,West,9,8,0
Saturday,Round of 32,East,7,2,0
Saturday,Round of 32,East,3,11,0
Saturday,Round of 32,Midwest,9,1,0
Saturday,Round of 32,Midwest,5,4,0
Saturday,Round of 32,Southeast,8,1,0
Saturday,Round of 32,Southeast,4,5,0
Saturday,Round of 32,West,10,2,0
Saturday,Round of 32,West,6,3,0
Sunday,Round of 32,East,8,1,0
Sunday,Round of 32,East,5,13,0
Sunday,Round of 32,Midwest,14,6,0
Sunday,Round of 32,Midwest,2,7,0
Sunday,Round of 32,Southeast,7,2,0
Sunday,Round of 32,Southeast,3,6,0
Sunday,Round of 32,West,8,1,0
Sunday,Round of 32,West,4,5,0
Thursday,Sweet Sixteen,East,13,1,0
Thursday,Sweet Sixteen,East,11,2,0
Thursday,Sweet Sixteen,Southeast,5,1,0
Thursday,Sweet Sixteen,Southeast,2,6,0
Friday,Sweet Sixteen,Midwest,1,4,0
Friday,Sweet Sixteen,Midwest,7,6,0
Friday,Sweet Sixteen,West,5,1,0
Friday,Sweet Sixteen,West,3,2,0
Saturday,Elite Eight,East,1,2,0
Saturday,Elite Eight,Southeast,6,1,0
Sunday,Elite Eight,Midwest,4,6,0
Sunday,Elite Eight,West,2,1,0
Saturday,National Semifinals,National Semifinals,1,1,0
Saturday,National Semifinals,National Semifinals,2,6,0
Monday,National Championship,National Championship,1,6,0
Thursday,Round of 64,East,15,2,0
Thursday,Round of 64,East,10,7,0
Thursday,Round of 64,East,6,11,0
Thursday,Round of 64,East,3,14,0
Thursday,Round of 64,Midwest,16,1,0
Thursday,Round of 64,Midwest,13,4,0
Thursday,Round of 64,Midwest,12,5,0
Thursday,Round of 64,Midwest,8,9,0
Thursday,Round of 64,Southeast,16,1,0
Thursday,Round of 64,Southeast,12,5,0
Thursday,Round of 64,Southeast,8,9,0
Thursday,Round of 64,Southeast,4,13,0
Thursday,Round of 64,West,16,1,0
Thursday,Round of 64,West,13,4,0
Thursday,Round of 64,West,8,9,0
Thursday,Round of 64,West,5,12,0
Friday,Round of 64,East,16,1,0
Friday,Round of 64,East,13,4,0
Friday,Round of 64,East,12,5,0
Friday,Round of 64,East,8,9,0
Friday,Round of 64,Midwest,15,2,0
Friday,Round of 64,Midwest,14,3,0
Friday,Round of 64,Midwest,7,10,0
Friday,Round of 64,Midwest,6,11,0
Friday,Round of 64,Southeast,15,2,0
Friday,Round of 64,Southeast,14,3,0
Friday,Round of 64,Southeast,10,7,0
Friday,Round of 64,Southeast,6,11,0
Friday,Round of 64,West,15,2,0
Friday,Round of 64,West,14,3,0
Friday,Round of 64,West,10,7,0
Friday,Round of 64,West,6,11,0
Saturday,Round of 32,East,7,2,0
Saturday,Round of 32,East,14,11,0
Saturday,Round of 32,Midwest,9,1,0
Saturday,Round of 32,Midwest,5,4,0
Saturday,Round of 32,Southeast,9,1,0
Saturday,Round of 32,Southeast,13,5,0
Saturday,Round of 32,West,9,1,0
Saturday,Round of 32,West,12,4,0
Sunday,Round of 32,East,9,1,0
Sunday,Round of 32,East,4,5,0
Sunday,Round of 32,Midwest,10,2,0
Sunday,Round of 32,Midwest,11,3,0
Sunday,Round of 32,Southeast,7,2,0
Sunday,Round of 32,Southeast,11,3,0
Sunday,Round of 32,West,7,2,0
Sunday,Round of 32,West,11,3,0
Thursday,Sweet Sixteen,Southeast,2,3,0
Thursday,Sweet Sixteen,Southeast,1,5,0
Thursday,Sweet Sixteen,West,2,3,0
Thursday,Sweet Sixteen,West,1,4,0
Friday,Sweet Sixteen,East,5,1,0
Friday,Sweet Sixteen,East,11,2,0
Friday,Sweet Sixteen,Midwest,4,1,0
Friday,Sweet Sixteen,Midwest,3,2,0
Saturday,Elite Eight,Southeast,5,3,0
Saturday,Elite Eight,West,4,3,0
Sunday,Elite Eight,East,1,2,0
Sunday,Elite Eight,Midwest,2,1,0
Saturday,National Semifinals,National Semifinals,1,3,0
Saturday,National Semifinals,National Semifinals,2,3,0
Monday,National Championship,National Championship,3,3,0
Thursday,Round of 64,East,16,1,0
Thursday,Round of 64,East,13,4,0
Thursday,Round of 64,East,12,5,0
Thursday,Round of 64,East,8,9,0
Thursday,Round of 64,Midwest,16,1,0
Thursday,Round of 64,Midwest,13,4,0
Thursday,Round of 64,Midwest,9,8,0
Thursday,Round of 64,Midwest,5,12,0
Thursday,Round of 64,Southeast,16,1,0
Thursday,Round of 64,Southeast,13,4,0
Thursday,Round of 64,Southeast,12,5,0
Thursday,Round of 64,Southeast,8,9,0
Thursday,Round of 64,West,16,1,0
Thursday,Round of 64,West,13,4,0
Thursday,Round of 64,West,9,8,0
Thursday,Round of 64,West,5,12,0
Friday,Round of 64,East,15,2,0
Friday,Round of 64,East,14,3,0
Friday,Round of 64,East,11,6,0
Friday,Round of 64,East,10,7,0
Friday,Round of 64,Midwest,15,2,0
Friday,Round of 64,Midwest,14,3,0
Friday,Round of 64,Midwest,11,6,0
Friday,Round of 64,Midwest,7,10,0
Friday,Round of 64,Southeast,15,2,0
Friday,Round of 64,Southeast,11,6,0
Friday,Round of 64,Southeast,10,7,0
Friday,Round of 64,Southeast,3,14,0
Friday,Round of 64,West,15,2,0
Friday,Round of 64,West,14,3,0
Friday,Round of 64,West,10,7,0
Friday,Round of 64,West,6,11,0
Saturday,Round of 32,East,9,1,0
Saturday,Round of 32,East,4,5,0
Saturday,Round of 32,Midwest,12,4,0
Saturday,Round of 32,Midwest,1,8,0
Saturday,Round of 32,Southeast,9,1,0
Saturday,Round of 32,Southeast,5,4,0
Saturday,Round of 32,West,8,1,0
Saturday,Round of 32,West,4,12,0
Sunday,Round of 32,East,6,3,0
Sunday,Round of 32,East,2,7,0
Sunday,Round of 32,Midwest,3,6,0
Sunday,Round of 32,Midwest,2,10,0
Sunday,Round of 32,Southeast,7,2,0
Sunday,Round of 32,Southeast,14,6,0
Sunday,Round of 32,West,2,7,0
Sunday,Round of 32,West,3,11,0
Thursday,Sweet Sixteen,East,5,1,0
Thursday,Sweet Sixteen,East,7,3,0
Thursday,Sweet Sixteen,Midwest,8,4,0
Thursday,Sweet Sixteen,Midwest,6,10,0
Friday,Sweet Sixteen,Southeast,1,4,0
Friday,Sweet Sixteen,Southeast,2,6,0
Friday,Sweet Sixteen,West,12,1,0
Friday,Sweet Sixteen,West,7,11,0
Saturday,Elite Eight,East,1,3,0
Saturday,Elite Eight,Midwest,10,4,0
Sunday,Elite Eight,Southeast,6,4,0
Sunday,Elite Eight,West,11,1,0
Saturday,National Semifinals,National Semifinals,4,1,0
Saturday,National Semifinals,National Semifinals,4,3,0
Monday,National Championship,National Championship,3,1,0
Thursday,Round of 64,East,14,3,0
Thursday,Round of 64,East,11,6,0
Thursday,Round of 64,East,7,10,0
Thursday,Round of 64,East,2,15,0
Thursday,Round of 64,Midwest,15,2,0
Thursday,Round of 64,Midwest,10,7,0
Thursday,Round of 64,Midwest,6,11,0
Thursday,Round of 64,Midwest,3,14,0
Thursday,Round of 64,Southeast,15,2,0
Thursday,Round of 64,Southeast,14,3,0
Thursday,Round of 64,Southeast,11,6,0
Thursday,Round of 64,Southeast,10,7,0
Thursday,Round of 64,West,15,2,0
Thursday,Round of 64,West,14,3,0
Thursday,Round of 64,West,7,10,0
Thursday,Round of 64,West,6,11,0
Friday,Round of 64,East,16,1,0
Friday,Round of 64,East,8,9,0
Friday,Round of 64,East,5,12,0
Friday,Round of 64,East,4,13,0
Friday,Round of 64,Midwest,16,1,0
Friday,Round of 64,Midwest,13,4,0
Friday,Round of 64,Midwest,12,5,0
Friday,Round of 64,Midwest,9,8,0
Friday,Round of 64,Southeast,16,1,0
Friday,Round of 64,Southeast,13,4,0
Friday,Round of 64,Southeast,12,5,0
Friday,Round of 64,Southeast,9,8,0
Friday,Round of 64,West,16,1,0
Friday,Round of 64,West,13,4,0
Friday,Round of 64,West,12,5,0
Friday,Round of 64,West,9,8,0
Saturday,Round of 32,East,6,3,0
Saturday,Round of 32,East,15,10,0
Saturday,Round of 32,Midwest,7,2,0
Saturday,Round of 32,Midwest,14,11,0
Saturday,Round of 32,Southeast,7,2,0
Saturday,Round of 32,Southeast,6,3,0
Saturday,Round of 32,West,10,2,0
Saturday,Round of 32,West,11,3,0
Sunday,Round of 32,East,9,1,0
Sunday,Round of 32,East,13,12,0
Sunday,Round of 32,Midwest,8,1,0
Sunday,Round of 32,Midwest,5,4,0
Sunday,Round of 32,Southeast,8,1,0
Sunday,Round of 32,Southeast,5,4,0
Sunday,Round of 32,West,8,1,0
Sunday,Round of 32,West,5,4,0
Thursday,Sweet Sixteen,Southeast,4,1,0
Thursday,Sweet Sixteen,Southeast,2,3,0
Thursday,Sweet Sixteen,West,4,1,0
Thursday,Sweet Sixteen,West,2,3,0
Friday,Sweet Sixteen,East,12,1,0
Friday,Sweet Sixteen,East,3,10,0
Friday,Sweet Sixteen,Midwest,11,2,0
Friday,Sweet Sixteen,Midwest,1,4,0
Saturday,Elite Eight,Southeast,1,3,0
Saturday,Elite Eight,West,3,1,0
Sunday,Elite Eight,East,10,1,0
Sunday,Elite Eight,Midwest,4,2,0
Saturday,National Semifinals,National Semifinals,1,2,0
Saturday,National Semifinals,National Semifinals,1,3,0
Monday,National Championship,National Championship,3,2,0
Thursday,Round of 64,East,16,1,0
Thursday,Round of 64,East,13,4,0
Thursday,Round of 64,East,12,5,0
Thursday,Round of 64,East,8,9,0
Thursday,Round of 64,Midwest,15,2,0
Thursday,Round of 64,Midwest,14,3,0
Thursday,Round of 64,Midwest,11,6,0
Thursday,Round of 64,Midwest,10,7,0
Thursday,Round of 64,Southeast,16,1,0
Thursday,Round of 64,Southeast,13,4,0
Thursday,Round of 64,Southeast,12,5,0
Thursday,Round of 64,Southeast,8,9,0
Thursday,Round of 64,West,15,2,0
Thursday,Round of 64,West,14,3,0
Thursday,Round of 64,West,11,6,0
Thursday,Round of 64,West,10,7,0
Friday,Round of 64,East,15,2,0
Friday,Round of 64,East,14,3,0
Friday,Round of 64,East,11,6,0
Friday,Round of 64,East,7,10,0
Friday,Round of 64,Midwest,16,1,0
Friday,Round of 64,Midwest,13,4,0
Friday,Round of 64,Midwest,12,5,0
Friday,Round of 64,Midwest,8,9,0
Friday,Round of 64,Southeast,15,2,0
Friday,Round of 64,Southeast,11,6,0
Friday,Round of 64,Southeast,7,10,0
Friday,Round of 64,Southeast,3,14,0
Friday,Round of 64,West,16,1,0
Friday,Round of 64,West,9,8,0
Friday,Round of 64,West,5,12,0
Friday,Round of 64,West,4,13,0
Saturday,Round of 32,East,9,1,0
Saturday,Round of 32,East,5,4,0
Saturday,Round of 32,Midwest,3,6,0
Saturday,Round of 32,Midwest,2,7,0
Saturday,Round of 32,Southeast,9,1,0
Saturday,Round of 32,Southeast,5,4,0
Saturday,Round of 32,West,7,2,0
Saturday,Round of 32,West,6,3,0
Sunday,Round of 32,East,10,2,0
Sunday,Round of 32,East,6,3,0
Sunday,Round of 32,Midwest,5,4,0
Sunday,Round of 32,Midwest,1,9,0
Sunday,Round of 32,Southeast,10,2,0
Sunday,Round of 32,Southeast,14,6,0
Sunday,Round of 32,West,8,1,0
Sunday,Round of 32,West,13,12,0
Thursday,Sweet Sixteen,East,4,1,0
Thursday,Sweet Sixteen,East,3,2,0
Thursday,Sweet Sixteen,West,12,1,0
Thursday,Sweet Sixteen,West,3,2,0
Friday,Sweet Sixteen,Midwest,9,4,0
Friday,Sweet Sixteen,Midwest,7,6,0
Friday,Sweet Sixteen,Southeast,4,1,0
Friday,Sweet Sixteen,Southeast,2,6,0
Saturday,Elite Eight,East,2,1,0
Saturday,Elite Eight,West,1,2,0
Sunday,Elite Eight,Midwest,6,4,0
Sunday,Elite Eight,Southeast,1,6,0
Saturday,National Semifinals,National Semifinals,2,1,0
Saturday,National Semifinals,National Semifinals,4,6,0
Monday,National Championship,National Championship,6,1,0
Thursday,Round of 64,East,16,1,0
Thursday,Round of 64,East,13,4,0
Thursday,Round of 64,East,12,5,0
Thursday,Round of 64,East,9,8,0
Thursday,Round of 64,Midwest,15,2,0
Thursday,Round of 64,Midwest,14,3,0
Thursday,Round of 64,Midwest,11,6,0
Thursday,Round of 64,Midwest,10,7,0
Thursday,Round of 64,Southeast,15,2,0
Thursday,Round of 64,Southeast,14,3,0
Thursday,Round of 64,Southeast,10,7,0
Thursday,Round of 64,Southeast,6,11,0
Thursday,Round of 64,West,14,3,0
Thursday,Round of 64,West,11,6,0
Thursday,Round of 64,West,10,7,0
Thursday,Round of 64,West,2,15,0
Friday,Round of 64,East,15,2,0
Friday,Round of 64,East,14,3,0
Friday,Round of 64,East,11,6,0
Friday,Round of 64,East,10,7,0
Friday,Round of 64,Midwest,16,1,0
Friday,Round of 64,Midwest,13,4,0
Friday,Round of 64,Midwest,12,5,0
Friday,Round of 64,Midwest,8,9,0
Friday,Round of 64,Southeast,16,1,0
Friday,Round of 64,Southeast,13,4,0
Friday,Round of 64,Southeast,12,5,0
Friday,Round of 64,Southeast,9,8,0
Friday,Round of 64,West,16,1,0
Friday,Round of 64,West,8,9,0
Friday,Round of 64,West,5,12,0
Friday,Round of 64,West,4,13,0
Saturday,Round of 32,East,8,1,0
Saturday,Round of 32,East,5,4,0
Saturday,Round of 32,Midwest,7,2,0
Saturday,Round of 32,Midwest,3,6,0
Saturday,Round of 32,Southeast,11,3,0
Saturday,Round of 32,Southeast,2,7,0
Saturday,Round of 32,West,6,3,0
Saturday,Round of 32,West,15,7,0
Sunday,Round of 32,East,7,2,0
Sunday,Round of 32,East,3,6,0
Sunday,Round of 32,Midwest,9,1,0
Sunday,Round of 32,Midwest,5,4,0
Sunday,Round of 32,Southeast,8,1,0
Sunday,Round of 32,Southeast,4,5,0
Sunday,Round of 32,West,9,1,0
Sunday,Round of 32,West,13,12,0
Thursday,Sweet Sixteen,Midwest,4,1,0
Thursday,Sweet Sixteen,Midwest,6,2,0
Thursday,Sweet Sixteen,Southeast,5,1,0
Thursday,Sweet Sixteen,Southeast,7,3,0
Friday,Sweet Sixteen,East,4,1,0
Friday,Sweet Sixteen,East,6,2,0
Friday,Sweet Sixteen,West,12,1,0
Friday,Sweet Sixteen,West,3,7,0
Saturday,Elite Eight,Midwest,1,2,0
Saturday,Elite Eight,Southeast,3,1,0
Sunday,Elite Eight,East,2,1,0
Sunday,Elite Eight,West,7,1,0
Saturday,National Semifinals,National Semifinals,2,1,0
Saturday,National Semifinals,National Semifinals,1,1,0
Monday,National Championship,National Championship,1,1,0
Thursday,Round of 64,East,15,2,0
Thursday,Round of 64,East,14,3,0
Thursday,Round of 64,East,7,10,0
Thursday,Round of 64,East,6,11,0
Thursday,Round of 64,Midwest,15,2,0
Thursday,Round of 64,Midwest,14,3,0
Thursday,Round of 64,Midwest,11,6,0
Thursday,Round of 64,Midwest,7,10,0
Thursday,Round of 64,Southeast,16,1,0
Thursday,Round of 64,Southeast,13,4,0
Thursday,Round of 64,Southeast,12,5,0
Thursday,Round of 64,Southeast,8,9,0
Thursday,Round of 64,West,16,1,0
Thursday,Round of 64,West,13,4,0
Thursday,Round of 64,West,8,9,0
Thursday,Round of 64,West,5,12,0
Friday,Round of 64,East,16,1,0
Friday,Round of 64,East,13,4,0
Friday,Round of 64,East,12,5,0
Friday,Round of 64,East,8,9,0
Friday,Round of 64,Midwest,16,1,0
Friday,Round of 64,Midwest,13,4,0
Friday,Round of 64,Midwest,8,9,0
Friday,Round of 64,Midwest,5,12,0
Friday,Round of 64,Southeast,15,2,0
Friday,Round of 64,Southeast,14,3,0
Friday,Round of 64,Southeast,11,6,0
Friday,Round of 64,Southeast,10,7,0
Friday,Round of 64,West,15,2,0
Friday,Round of 64,West,14,3,0
Friday,Round of 64,West,11,6,0
Friday,Round of 64,West,10,7,0
Saturday,Round of 32,East,10,2,0
Saturday,Round of 32,East,11,3,0
Saturday,Round of 32,Midwest,6,3,0
Saturday,Round of 32,Midwest,2,10,0
Saturday,Round of 32,Southeast,9,1,0
Saturday,Round of 32,Southeast,5,4,0
Saturday,Round of 32,West,9,1,0
Saturday,Round of 32,West,12,4,0
Sunday,Round of 32,East,4,5,0
Sunday,Round of 32,East,1,9,0
Sunday,Round of 32,Midwest,9,1,0
Sunday,Round of 32,Midwest,4,12,0
Sunday,Round of 32,Southeast,7,2,0
Sunday,Round of 32,Southeast,3,6,0
Sunday,Round of 32,West,7,2,0
Sunday,Round of 32,West,6,3,0
Thursday,Sweet Sixteen,Southeast,4,1,0
Thursday,Sweet Sixteen,Southeast,6,2,0
Thursday,Sweet Sixteen,West,4,1,0
Thursday,Sweet Sixteen,West,3,2,0
Friday,Sweet Sixteen,East,2,3,0
Friday,Sweet Sixteen,East,5,9,0
Friday,Sweet Sixteen,Midwest,12,1,0
Friday,Sweet Sixteen,Midwest,10,3,0
Saturday,Elite Eight,Southeast,1,2,0
Saturday,Elite Eight,West,1,2,0
Sunday,Elite Eight,East,9,3,0
Sunday,Elite Eight,Midwest,3,1,0
Saturday,National Semifinals,National Semifinals,2,1,0
Saturday,National Semifinals,National Semifinals,3,2,0
Monday,National Championship,National Championship,2,1,0
Thursday,Round of 64,East,16,1,0
Thursday,Round of 64,East,13,4,0
Thursday,Round of 64,East,12,5,0
Thursday,Round of 64,East,8,9,0
Thursday,Round of 64,Midwest,16,1,0
Thursday,Round of 64,Midwest,13,4,0
Thursday,Round of 64,Midwest,9,8,0
Thursday,Round of 64,Midwest,5,12,0
Thursday,Round of 64,Southeast,16,1,0
Thursday,Round of 64,Southeast,12,5,0
Thursday,Round of 64,Southeast,8,9,0
Thursday,Round of 64,Southeast,4,13,0
Thursday,Round of 64,West,15,2,0
Thursday,Round of 64,West,14,3,0
Thursday,Round of 64,West,10,7,0
Thursday,Round of 64,West,6,11,0
Friday,Round of 64,East,15,2,0
Friday,Round of 64,East,11,6,0
Friday,Round of 64,East,7,10,0
Friday,Round of 64,East,3,14,0
Friday,Round of 64,Midwest,15,2,0
Friday,Round of 64,Midwest,14,3,0
Friday,Round of 64,Midwest,11,6,0
Friday,Round of 64,Midwest,10,7,0
Friday,Round of 64,Southeast,15,2,0
Friday,Round of 64,Southeast,11,6,0
Friday,Round of 64,Southeast,10,7,0
Friday,Round of 64,Southeast,3,14,0
Friday,Round of 64,West,16,1,0
Friday,Round of 64,West,13,4,0
Friday,Round of 64,West,12,5,0
Friday,Round of 64,West,9,8,0
